id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52943683,Fine beach living & remote working! 3 min to beach,4541523,Richard,,Unincorporated Areas,36.97154,-121.9022,Entire home/apt,400,31,4,2022-08-05,0.50,1,268,4,
52948584,Cozy 1-Bedroom duplex in Seabright,201408250,Kathleen,,City of Santa Cruz,36.96749,-122.00776,Entire home/apt,165,2,57,2022-09-25,5.52,1,80,57,
53006479,"Enjoy Ocean Views from the Rooftop Deck, Easy Walk to Beaches, WiFi & More!",111814852,Vacasa California,,City of Santa Cruz,36.96353,-121.99973,Entire home/apt,405,2,4,2022-09-18,0.39,8,360,4,
53013956,Adorable 2 bed/1 bath West Side Santa Cruz home,115415992,Natalie,,City of Santa Cruz,36.97258,-122.03601,Entire home/apt,237,1,27,2022-09-11,2.79,1,248,27,
53030993,Pleasure Point Beach Retreat with Outdoor Shower!,47316700,Ovr,,City of Capitola,36.9572,-121.9742,Entire home/apt,177,2,78,2022-09-17,7.20,39,154,78,
53064838,Charming Studio in Redwood Retreat,78266458,Oleg,,Unincorporated Areas,37.1149,-121.99837,Entire home/apt,237,1,26,2022-09-25,2.39,5,363,26,
53124267,1 bedroom private home in Capitola,38778743,Brea,,City of Capitola,36.97662,-121.95821,Entire home/apt,155,2,9,2022-04-24,0.87,1,0,9,
53170295,Rio del Mar Escape,51003705,Bailey Property Management,,Unincorporated Areas,36.97394,-121.90172,Entire home/apt,310,2,8,2022-08-21,0.75,36,334,8,
53241922,30StepsToBeach-EBikes+Surfboards+AquariumPasses,431046336,Chris,,City of Capitola,36.97334,-121.95021,Entire home/apt,221,1,119,2022-09-25,11.19,2,25,119,
53262706,Mid Town Santa Cruz top floor bedroom,9631445,Brandon,,City of Santa Cruz,36.98764,-122.010551,Private room,99,2,9,2022-06-10,1.00,1,269,9,
53264267,Spacious Santa Cruz Haven - Private & Peaceful,101738265,Ashley,,Unincorporated Areas,37.07567,-121.96826,Entire home/apt,636,2,30,2022-09-25,2.93,1,145,30,
53264447,"Hear the sea lions, smell the ocean breeze",40778948,Kristina,,City of Santa Cruz,36.96639,-122.02162,Entire home/apt,205,30,4,2022-07-31,0.50,1,295,4,
53278142,Seascape Resort 2 bed 2.5 bath WHITE WATER VIEW!,82969372,Sue,,Unincorporated Areas,36.95252227783203,-121.87892150878906,Entire home/apt,400,3,16,2022-08-26,1.72,2,331,16,
53297341,Sleeping nook 1-mile from the beach + breakfast,95487802,Stacey,,City of Santa Cruz,36.96552,-122.05799,Shared room,71,1,35,2022-09-04,4.18,1,0,35,
53377937,Cozy House Near Downtown,10901877,Bradley,,City of Santa Cruz,36.96994,-122.02943,Entire home/apt,350,3,4,2022-07-05,0.44,2,30,4,
53378706,Adorable Jewel Box Studio!,15867956,Surf City,,City of Capitola,36.9673,-121.964531,Entire home/apt,195,1,37,2022-09-25,4.02,56,83,37,
53380405,Hidden Beach Neighborhood,51003705,Bailey Property Management,,Unincorporated Areas,36.96266,-121.88965,Entire home/apt,285,2,2,2022-08-24,0.53,36,207,2,
53385458,"The Nest..contemporary guest suite,w/sunset views.",352215242,Greg,,City of Scotts Valley,37.07042,-121.9971,Entire home/apt,149,2,37,2022-09-25,3.91,1,53,37,
53387437,3BDR Santa Cruz Vacation Home,1910005,Jacquelini,,City of Santa Cruz,36.96677,-122.03263,Entire home/apt,354,3,25,2022-09-18,2.68,3,35,25,
53405669,Serene Cottage - Your Retreat Awaits,272133244,Mercedes,,City of Scotts Valley,37.05918,-122.01104,Entire home/apt,153,2,32,2022-09-19,4.09,1,232,32,
53408355,Beach Lovers Retreat,39753425,Beachnest,,City of Capitola,36.95862,-121.98108,Entire home/apt,514,1,1,2022-09-12,1,12,346,1,
53435160,Santa Cruz Hostel (COED Shared Dorm),311208435,Santa Cruz Hostel,,City of Santa Cruz,36.96472,-122.02276,Shared room,49,1,105,2022-09-27,10.68,5,155,105,
53499442,Beautiful Capitola Village Two Bedroom,77086124,Paradise Properties,,City of Capitola,36.97454,-121.95201,Entire home/apt,325,2,30,2022-09-11,3.10,2,159,30,
53516798,Ocean and Beach Views on Bluff,51003705,Bailey Property Management,,Unincorporated Areas,36.9505,-121.87798,Entire home/apt,340,3,13,2022-09-25,1.81,36,346,13,
53583224,"Adventure house under the redwoods, with spa! 🌲",39453565,Laurel,,Unincorporated Areas,37.05165,-122.05138,Entire home/apt,406,1,46,2022-09-27,4.65,1,250,46,
53592729,Modern Beach Home w/ Beautiful Deck & Hot Tub,1653944,Curtis,,Unincorporated Areas,36.96443,-121.98715,Entire home/apt,483,2,73,2022-09-19,7.30,2,120,73,
53614269,Spacious Family Friendly Home- Peaceful and Bright,4252999,David,,City of Santa Cruz,36.97641,-122.04731,Entire home/apt,370,1,15,2022-09-05,1.62,1,179,15,
53659886,30 Day Rental Beach Cottage near Capitola,47316700,Ovr,,City of Capitola,36.97913,-121.96638,Entire home/apt,120,28,64,2022-09-22,6.62,39,120,64,
53670701,Top of the World Views 222,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.97209,-121.89929,Entire home/apt,479,5,7,2022-08-06,0.92,50,35,7,
53674360,Sunny Santa Cruz Studio - Walk to Beach,487484,Sunny,,City of Santa Cruz,36.96665,-121.99902,Entire home/apt,112,30,3,2022-09-01,0.38,2,287,3,
53721643,Stunning Remodeled One Bedroom with Beautiful Garden View at Seascape Resort!,24413952,Power West,,Unincorporated Areas,36.94987,-121.87626,Entire home/apt,306,2,23,2022-09-14,2.52,29,347,23,
53743122,Updated Westside home. 4 blocks from the beach!,95765310,Ian,,City of Santa Cruz,36.95704,-122.03224,Entire home/apt,436,3,41,2022-09-18,4.44,1,326,41,
53757430,Cozy Hide-a-Way - Walking Distance to the Beach,21746824,Doug,,Unincorporated Areas,36.96593,-121.9919,Entire home/apt,145,28,4,2022-08-31,0.59,1,184,4,
53757552,Modern Luxury cabin 15 min to the beach,15319309,Rick,,Unincorporated Areas,37.05551,-121.97704,Entire home/apt,290,2,6,2022-07-14,0.66,1,0,6,
53770395,Santa Cruz Beach Getaway,15867956,Surf City,,Unincorporated Areas,36.964657,-121.986519,Entire home/apt,308,1,18,2022-09-25,2.37,56,85,18,
53770396,The Mermaid's Perch,15867956,Surf City,,Unincorporated Areas,36.967739,-121.902206,Entire home/apt,286,1,25,2022-09-25,2.94,56,76,25,
53770417,Cozy Seabright Beach Cottage,15867956,Surf City,,City of Santa Cruz,36.96674,-122.006088,Entire home/apt,308,1,14,2022-09-25,1.92,56,229,14,
53770420,Casa Azul,15867956,Surf City,,Unincorporated Areas,36.970421,-121.903549,Entire home/apt,291,1,25,2022-08-20,3.19,56,96,25,
53818246,Away-Away,435944193,Vincent,,Unincorporated Areas,37.10358,-122.04704,Entire home/apt,180,2,21,2022-07-27,2.37,1,62,21,
53831171,"Relaxing 3 bedroom Santa Cruz house, 5min to beach",25307574,Omar,,Unincorporated Areas,36.96489,-121.98127,Entire home/apt,297,3,32,2022-09-25,3.65,2,148,32,
53861926,"Idyllic Ocean-View Oasis with Rooftop Deck, Private Hot Tub - Steps to Shore!",111814852,Vacasa California,,Unincorporated Areas,36.86485,-121.81774,Entire home/apt,1422,2,9,2022-09-17,0.98,8,352,9,
53863921,"Cozy Beach Cottage, steps to the sand",77921432,Cheshire Rio Realty,,Unincorporated Areas,36.96734,-121.90055,Entire home/apt,851,3,0,,,50,70,0,
53864212,"Bright, Cozy Private Studio",436307668,Melissa,,Unincorporated Areas,36.98045,-121.9856,Entire home/apt,110,2,18,2022-08-02,3.70,1,0,18,
53887792,Romantic Cabin with Gorgeous tree top forest view,409550499,Kai,,Unincorporated Areas,37.00355,-121.90071,Entire home/apt,177,1,6,2022-02-26,0.68,2,0,6,
53923203,Sunlit Surf House-Downtown-Walk To Beach,14970074,Michael And Ashlie,,City of Santa Cruz,36.967613,-122.025475,Entire home/apt,358,1,19,2022-09-23,6.00,5,83,19,
53978921,Spacious private garage converted room,32933954,Irine And Alex,,City of Santa Cruz,36.96426,-122.02325,Private room,83,31,3,2022-07-23,0.39,3,215,3,
53982266,Gateway to the redwoods,5355309,Heather,,Unincorporated Areas,37.03842,-122.06809,Private room,167,2,0,,,1,25,0,
54036354,Breathtaking Ocean Views & Sunsets,45769822,Chantel,,Unincorporated Areas,36.99133,-121.94983,Private room,200,2,1,2022-01-17,0.12,1,360,1,
54071144,"""Your Home Away From Home on Wheels""",90159502,Hector,,Unincorporated Areas,36.97479,-121.76721,Entire home/apt,135,2,8,2022-08-22,1.10,3,319,8,
54085133,SurfCottage - HotTub+Surfboards+Kayak,2140089,Evan,,City of Capitola,36.95797,-121.97966,Entire home/apt,309,1,21,2022-09-02,2.34,2,32,21,
54091696,Brand new 1 bed mountain guest suite,14301573,Aubrie,,Unincorporated Areas,37.16082,-121.96948,Entire home/apt,175,2,10,2022-08-17,1.15,2,173,10,
54113261,2-Bedroom Redwood Retreat with Hot Tub,56120235,Ben,,Unincorporated Areas,37.08711,-122.04776,Entire home/apt,182,1,39,2022-09-25,5.13,1,66,39,
54129029,Santa Cruz Hostel (Female Shared Dorm),311208435,Santa Cruz Hostel,,City of Santa Cruz,36.96676,-122.02434,Shared room,49,1,59,2022-09-26,6.81,5,120,59,
54168988,"OCEANFRONT* Amazing Sunset Views, Fireplace",354846505,Annette,,Unincorporated Areas,36.87204,-121.82396,Entire home/apt,547,3,28,2022-09-25,3.70,3,162,28,
54178167,Amazing 1 bdrm guest house minutes from the beach,25307574,Omar,,Unincorporated Areas,36.963173946605345,-121.98243792772769,Entire home/apt,202,3,2,2022-02-10,0.24,2,77,2,
54231866,"Monthly rental for remote worker, surfer, foodie",232560817,Jerome,,City of Capitola,36.97577,-121.94667,Entire home/apt,100,30,2,2022-06-25,0.29,1,109,2,
54262828,Beach Suite in Heart of Capitola Village-Sandpiper Haven,440038096,Mark,,City of Capitola,36.973225,-121.952507,Entire home/apt,270,2,24,2022-09-20,3.73,3,351,24,
54267331,Pleasure Point Surf Oasis,440088909,Frank,,City of Capitola,36.95933,-121.97178,Entire home/apt,139,2,15,2022-09-18,2.05,1,323,15,
54292238,"Cozy, clean and two blocks to the beach!",440333234,Lynn,,City of Capitola,36.96034,-121.97069,Entire home/apt,105,30,2,2022-07-10,0.35,1,109,2,
54319172,"The Commodore’s Cottage, Stroll Twin Lakes Beach",89027907,Julie & Nick,,City of Santa Cruz,36.968029,-121.998207,Entire home/apt,300,2,31,2022-09-26,4.56,1,146,31,
54344092,Beach Suite in Heart of Capitola Village-Seagulls Rest,440038096,Mark,,City of Capitola,36.973225,-121.952507,Entire home/apt,276,2,28,2022-09-18,3.82,3,357,28,
54344172,New Luxury Beach Suite in the Heart of Capitola Village-Pelican Cove,440038096,Mark,,City of Capitola,36.973225,-121.952507,Entire home/apt,277,2,17,2022-08-21,2.63,3,358,17,
54384905,Private Hot Tub Under Redwoods - Sam n Alex,8733947,Roni,,Unincorporated Areas,37.12872,-122.12501,Private room,127,2,21,2022-09-27,2.60,4,245,21,
54396952,180°OceanviewCondo-Surfboards-Bikes,431046336,Chris,,City of Capitola,36.97105,-121.95203,Entire home/apt,286,1,85,2022-09-25,11.14,2,18,85,
542683021390078924,Shorebirds 119,29898175,At The Dunes,,Unincorporated Areas,36.8706,-121.82302,Entire home/apt,454,1,5,2022-07-05,0.90,32,323,5,
544143996002988411,Cozy Loft Bedroom in Beautiful Mountain Home,251190430,Joseph,,Unincorporated Areas,37.039061387649845,-122.13592507595243,Private room,99,10,0,,,1,363,0,
544190654548041999,"Historic Harbor Studio, near Twin Lakes Beach and the Santa Cruz Beach Boardwalk",47316700,Ovr,,City of Santa Cruz,36.96616,-121.99951,Entire home/apt,141,1,55,2022-09-07,6.63,39,140,55,
544303176976976334,Mitchell's Cove Ocean Front Home ~Panoramic Views!,441373011,Deborah,,City of Santa Cruz,36.9521,-122.03516,Entire home/apt,1600,4,3,2022-09-26,0.99,1,302,3,
544923446141413294,"One block from the beach 1 BR 1BA
Hawaiian hidaway",50658872,Lori,,Unincorporated Areas,36.96242,-121.98313,Entire home/apt,105,30,3,2022-05-14,0.54,2,197,3,
546293295763969767,Redwood Cottage & Hot Tub,3139082,Shannon,,Unincorporated Areas,37.10657,-122.05019,Entire home/apt,115,1,3,2022-09-25,3,1,13,3,
546624684932526627,Adorable One Bedroom Unit Nestled in the Redwoods,430394926,Brian & Leona,,City of Scotts Valley,37.07084,-121.99617,Entire home/apt,139,1,60,2022-09-26,7.66,1,82,60,
547142076807200420,New Listing! Spectacular View- Fully Remodeled Two Bed Condo Seascape,24413952,Power West,,Unincorporated Areas,36.95048,-121.87651,Entire home/apt,478,2,9,2022-08-22,1.57,29,356,9,
547396258729512684,Zen 2-bedroom house with balcony and garage,1947795,Alice,,City of Santa Cruz,36.97515,-122.02913,Entire home/apt,229,3,7,2022-08-02,1.72,2,2,7,
548042689218350022,Spacious 3 bedroom Getaway with Ocean Views,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.9635,-121.89885,Entire home/apt,777,4,0,,,50,48,0,
549221684555062972,Adorable One Bedroom Guest House with Hot Tub,215543725,Rachele,,City of Santa Cruz,36.98644,-122.00059,Entire home/apt,282,1,16,2022-09-18,4.44,1,80,16,
550873329852450483,"COASTAL CANYON RETREAT         
by Capitola Beach",442704645,Lisa,,Unincorporated Areas,36.99444220408519,-121.9454557731319,Private room,120,1,8,2022-09-25,5.22,1,96,8,
552283772532107981,Cheerful 2 Bedroom Cottage Near the Beach,15859435,Yonah,,Unincorporated Areas,36.97204,-121.90384,Entire home/apt,306,30,2,2022-06-17,0.34,1,300,2,
552349913686180127,"Adorable 1-Bedroom Guesthouse in Santa Cruz, CA",346466015,J.J.,,Unincorporated Areas,37.02009,-122.02626,Entire home/apt,181,3,19,2022-09-05,2.57,1,63,19,
554566053550737740,Cute Tiny House 2 on a large open lot,191263876,Alice,,Unincorporated Areas,37.10175,-121.92627,Entire home/apt,49,1,32,2022-09-10,4.12,20,87,32,
556022407441999671,Cheerful 2 bedroom Tiny Home by the Beach,64519832,Barbara,,City of Capitola,36.95953,-121.9718,Entire home/apt,160,30,1,2022-06-19,0.29,2,272,1,
558062646719119056,Jannat *Oceanview Home in La Selva Beach*,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.9175,-121.84665,Entire home/apt,686,1,10,2022-09-19,1.61,31,333,10,
561215010516390124,Hotel Room With Free Parking,233364350,Torchlite-Hotel,,City of Santa Cruz,36.96878,-122.01984,Private room,153,1,43,2022-09-12,6.00,4,339,43,
561844141100417165,Room in the woods,443035966,LouAnn,,Unincorporated Areas,37.04483,-121.9867,Private room,300,1,0,,,1,364,0,
564487269200512385,Adorable one bedroom cottage with indoor fireplace,1741612,Laura,,Unincorporated Areas,36.99122,-121.84352,Entire home/apt,250,3,14,2022-09-05,2.18,1,332,14,
564728481217454402,"Main House - Cabin Masoods Lodge Boulder Creek, CA",381355398,Masood,,Unincorporated Areas,37.12478,-122.12704,Entire home/apt,300,1,16,2022-09-17,2.79,15,337,16,
564751824471583193,"By The River - RV Masoods Lodge Boulder Creek, CA",381355398,Masood,,Unincorporated Areas,37.12493,-122.12546,Entire home/apt,160,1,0,,,15,340,0,
564758358682270349,"Next To River RV - Masoods Lodge Boulder Creek, CA",381355398,Masood,,Unincorporated Areas,37.12477,-122.12731,Entire home/apt,160,1,8,2022-09-11,1.12,15,342,8,
565539979135248875,Hotel Room with free Parking,233364350,Torchlite-Hotel,,City of Santa Cruz,36.97023,-122.01949,Private room,158,1,28,2022-09-18,4.02,4,360,28,
565540061472164135,Hotel Room with free Parking,233364350,Torchlite-Hotel,,City of Santa Cruz,36.96849,-122.0182,Private room,185,1,30,2022-08-31,4.13,4,364,30,
565555499206937909,Cheerful 2 bedroom cabin with indoor fireplace,47810698,Sunny,,Unincorporated Areas,37.15501,-121.98705,Entire home/apt,207,2,27,2022-09-25,4.91,1,352,27,
565875991457252152,Newly Designed Beautiful Private Room,159355723,Outsite,,City of Santa Cruz,36.97967,-122.00449,Private room,130,30,1,2022-08-11,0.61,5,343,1,
567352803762679376,Relaxing West Cliff Escape with Hot Tub!,47316700,Ovr,,City of Santa Cruz,36.95804,-122.03014,Entire home/apt,337,1,46,2022-09-21,6.45,39,181,46,
568032032602210581,Brand new vintage trailer ~ Nestled in Redwoods,41869441,Sam,,Unincorporated Areas,37.13739,-122.12868,Entire home/apt,119,2,37,2022-09-18,5.16,1,337,37,
568318866711162614,Bayview Lookout,15867956,Surf City,,Unincorporated Areas,36.96681,-121.89857,Entire home/apt,425,1,9,2022-09-22,1.35,56,84,9,
569531319980225862,Beautiful Capitola Studio! Minutes to the Beach!,255522321,Alvin,,City of Capitola,36.97295,-121.95037,Entire home/apt,224,1,32,2022-09-12,4.55,4,364,32,
570305075996541232,Fern Cottage,446531931,Kathleen,,Unincorporated Areas,37.13093,-122.13574,Entire home/apt,141,2,17,2022-09-22,3.75,1,257,17,
571102504414234964,Cypress 12 Gorgeous Ocean Front Townhouse,29898175,At The Dunes,,Unincorporated Areas,36.86647,-121.81832,Entire home/apt,816,1,10,2022-08-22,1.75,32,330,10,
572404478352287714,"Sunny home with terrace, wifi & fireplace - very walkable",111814852,Vacasa California,,City of Capitola,36.96096,-121.96979,Entire home/apt,316,2,13,2022-09-22,1.88,8,345,13,
575493265774158910,☆ Oceanside Venetian View ☆,23299030,Jesse,,City of Capitola,36.97357,-121.9532,Entire home/apt,433,2,23,2022-09-23,3.45,1,251,23,
576148534461240875,Ocean View Delight - 40 Steps from the Sand!,82966953,Dev H.,,Unincorporated Areas,36.95978,-121.98556,Entire home/apt,494,5,12,2022-09-12,2.08,3,11,12,
576813898193796233,"LUXURY OCEANFRONT, 1/2 Block to Beach, Staycation!",25815333,Jennifer,,Unincorporated Areas,36.968662,-121.904045,Entire home/apt,1000,7,2,2022-06-05,0.39,1,269,2,
577461835772450174,Cottage At Pleasure Point & Capitola Village,372969430,Peter,,City of Capitola,36.9718,-121.97371,Entire home/apt,225,2,43,2022-09-09,6.62,1,343,43,
578143484013807602,Pleasure Point Luxury Retreat,15867956,Surf City,,City of Capitola,36.95751,-121.97495,Entire home/apt,593,1,2,2022-08-29,0.64,56,78,2,
578366533393104138,Green Gate Sunny Private Studio,54214051,Katie,,Unincorporated Areas,36.98133,-121.97515,Entire home/apt,179,2,9,2022-09-12,2.50,1,116,9,
579340904339771300,"Loft tiny house near wine tasting, beach, Valley",448867205,Daniel,,Unincorporated Areas,37.10605,-121.91767,Entire home/apt,62,1,13,2022-09-03,3.22,5,297,13,
579841823581345791,PRIVATE & Beautiful 3 Bedroom Villa with Pool~,75296645,Kimberly,,Unincorporated Areas,37.02267,-122.02795,Entire home/apt,600,30,0,,,1,361,0,
582734865959492181,Pajaro Dunes Beach Retreat,24413952,Power West,,Unincorporated Areas,36.87366,-121.82255,Entire home/apt,699,4,3,2022-08-15,0.74,29,0,3,
583371787979948295,Mountain Getaway - Entire Guesthouse,76617657,Sanjay,,Unincorporated Areas,37.12862,-122.11328,Entire home/apt,100,2,9,2022-09-19,4.03,1,137,9,
583938953743979356,Westside Sugar Shack,79375480,Joanna,,City of Santa Cruz,36.95959,-122.03443,Entire home/apt,316,3,12,2022-09-19,2.29,1,80,12,
587683615320967947,Two King bed & sofa bed Santa Cruz Beach Boardwalk,309573828,Hotel Solares,,City of Santa Cruz,36.97124,-122.01979,Private room,268,1,8,2022-08-20,1.28,2,364,8,
587703499396741853,Gorgeous Twin Lakes Beach House Sunny Yard+Hottub!,239651027,Bjorn,,City of Santa Cruz,36.96659,-121.99532,Entire home/apt,399,2,23,2022-08-09,3.94,3,0,23,
588221787567024018,Cheerful 2 bedroom cabin witinindoor fireplace.,2632241,Judith,,Unincorporated Areas,37.00008,-121.89913,Private room,73,6,7,2022-08-20,1.58,1,271,7,
589051552060017540,Studio in the redwoods - 4.5 mi from the beach,39090492,Brooke,,Unincorporated Areas,37.01921,-122.00411,Entire home/apt,139,1,43,2022-09-23,7.09,2,76,43,
589294855014793781,"Elegant, single-story gem with WiFi, indoor-outdoor fireplace & grand kitchen",111814852,Vacasa California,,Unincorporated Areas,37.09835,-122.03475,Entire home/apt,445,2,0,,,8,365,0,
589296036473782644,Stunning Paradise w/fireplaces & 5min to the beach,127420250,PMI Santa,,Unincorporated Areas,36.97224664022646,-121.98542541480481,Entire home/apt,188,30,0,,,3,213,0,
590507276973631117,Ultimate Santa Cruz Beach House! Vast Ocean views,47316700,Ovr,,City of Santa Cruz,36.96197,-122.02399,Entire home/apt,642,1,18,2022-09-19,3.21,39,191,18,
590570196027593179,2 bedroom  ocean view home steps to the sand 131,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.969543,-121.904648,Entire home/apt,463,3,7,2022-08-22,1.34,50,145,7,
591322187490785585,"Arana Gulch Gem, 3-bedroom oasis",451385357,Natalie And Nathan,,City of Santa Cruz,36.984516,-122.00074,Entire home/apt,350,31,0,,,1,234,0,
592261799510316192,Digital Nomad Retreat,398204675,Robert,,Unincorporated Areas,37.14384,-122.13306,Entire home/apt,102,1,30,2022-09-25,10.34,2,78,30,
593713579020098437,Private Room(s) in Cozy House near Downtown,10901877,Bradley,,City of Santa Cruz,36.97208,-122.02935,Private room,140,2,13,2022-08-27,2.27,2,25,13,
594130121820118720,King ADA with roll in shower,341293993,Priyang,,City of Santa Cruz,36.967159,-122.019768,Private room,171,1,0,,,6,335,0,
594190231443472348,"Bright 3 bedroom home, minutes from Santa Cruz",32905671,Erik,,City of Scotts Valley,37.05672,-121.99691,Entire home/apt,242,1,2,2022-07-17,0.66,1,0,2,
594748407051127955,Luxury Beach house steps from the surf,165595,Yarden,,City of Capitola,36.97397,-121.949,Entire home/apt,500,30,0,,,1,94,0,
594818702587406929,Palisades Casita,15867956,Surf City,,City of Capitola,36.95711,-121.97451,Entire home/apt,250,1,14,2022-09-18,2.68,56,5,14,
595935016235357641,Diosa Casita by the Sea,2592834,Vanessa,,Unincorporated Areas,36.96684,-121.89125,Entire home/apt,135,2,11,2022-09-18,1.92,1,33,11,
598475299363231710,Charming Coastal Farmhouse Near Twin Lakes,854712,David,,Unincorporated Areas,36.97331,-121.98352,Entire home/apt,184,30,2,2022-09-11,0.57,5,307,2,
600063867569139582,Beach FantaSea! Ocean Views all around!,82966953,Dev H.,,Unincorporated Areas,36.96123,-121.9847,Entire home/apt,413,5,3,2022-08-14,1.10,3,0,3,
600580388054577383,Serene hideaway in the redwoods,138548288,Esther,,Unincorporated Areas,36.98957322396872,-121.89640829141024,Private room,110,1,2,2022-09-05,2,1,339,2,
602825630635063034,NEW! Tree-Lined Los Gatos Home w/ Spacious Deck!,126644161,Evolve,,Unincorporated Areas,37.11632,-121.96465,Entire home/apt,228,31,0,,,4,327,0,
605392084704046002,Hotel Room with free Parking,233364350,Torchlite-Hotel,,City of Santa Cruz,36.969311,-122.018883,Private room,150,2,9,2022-09-06,1.69,4,362,9,
605951169416029168,Powell's Pad in the trees 🌳,326334754,Angela,,Unincorporated Areas,36.99308958461818,-121.83792104929728,Entire home/apt,950,3,0,,,3,349,0,
606003169017295111,Pleasure Point Beach house -,238837913,Maria,,City of Capitola,36.96217,-121.97129,Entire home/apt,225,2,13,2022-09-18,2.57,1,240,13,
607024559994670267,Student off-campus private room near UCSC campus,95757468,Rain,,City of Santa Cruz,36.97862,-122.03037,Private room,43,21,1,2022-08-13,0.64,1,0,1,
607331172166960807,Premium Ocean View - Heated 80° Pools - Seascape,454744277,Travis,,Unincorporated Areas,36.950966,-121.877281,Entire home/apt,290,2,37,2022-09-26,7.35,2,329,37,
607848413688507657,"Charming, spacious studio apartment in Aptos",124766481,Richard,,Unincorporated Areas,36.99450961349018,-121.84297547297025,Entire home/apt,170,30,0,,,1,361,0,
608080980220715212,Beautiful Spanish Home Just Steps to the Beach,149193513,Tammy,,City of Santa Cruz,36.95123,-122.04418,Entire home/apt,350,30,0,,,1,0,0,
608663722121446994,Capitola Beach Retreat,60558913,Sheila,,City of Capitola,36.97505,-121.9571,Entire home/apt,219,30,0,,,1,284,0,
608799757271907004,"Loft tiny house near Valley, Beach, & Wine Tasting",448867205,Daniel,,Unincorporated Areas,37.10717,-121.91843,Entire home/apt,64,1,25,2022-09-04,4.97,5,295,25,
608799829075984885,3b3ba In the redwood trees quiet & Beach,448867205,Daniel,,Unincorporated Areas,37.174835,-122.051422,Entire home/apt,155,1,19,2022-09-12,3.61,5,93,19,
609492822392335157,Amazing Airstream on Top of the World,13379537,Julie,,Unincorporated Areas,37.06777,-122.06641,Entire home/apt,179,2,10,2022-09-19,3.16,3,292,10,
609520144845392501,Guesthouse studio in the redwoods,7942699,Monica,,Unincorporated Areas,37.03344,-122.08351,Entire home/apt,121,28,16,2022-08-16,3.33,1,141,16,
610051132243976959,Hidden Jewel-2-,335068442,Deanne,,Unincorporated Areas,36.95179,-121.87417,Private room,150,3,0,,,2,179,0,
610068003523836140,Beach house with 3 bedrooms - easy walk to beach,335478758,Yahaira,,Unincorporated Areas,36.96387,-121.98963,Entire home/apt,341,2,18,2022-09-18,3.94,1,126,18,
610201564773676429,Stunning 2 bedroom ocean view home on the sand,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.92854,-121.86029,Entire home/apt,434,3,4,2022-09-13,2.40,50,158,4,
610866997937046703,"Pleasure Point Getaway with hot tub, dog friendly!",47316700,Ovr,,City of Capitola,36.9621,-121.96575,Entire home/apt,365,1,24,2022-09-23,5.00,39,132,24,
613617172629554922,Live at the beach just steps to the sand!,15867956,Surf City,,Unincorporated Areas,36.96245,-121.99268,Entire home/apt,296,30,0,,,56,330,0,
614398722910139867,NEW! Oceanview Villa w/ 4 Separate King Suites,14995134,Derek,,City of Santa Cruz,36.96449,-122.02318,Entire home/apt,753,2,10,2022-09-05,2.08,3,339,10,
614954464849929972,Beautiful Room next to Natural Bridges,159355723,Outsite,,City of Santa Cruz,36.95361,-122.05495,Private room,110,30,0,,,5,195,0,
615074787448962143,Three bedroom family beach retreat 135,77921432,Cheshire Rio Realty,,Unincorporated Areas,36.96984,-121.90298,Entire home/apt,378,3,9,2022-09-05,1.99,50,150,9,
615112947493302491,**OCEANFRONT* Capitola Condo Unbeatable location,29965666,Monica And Mike,,City of Capitola,36.9722,-121.94834,Entire home/apt,192,30,0,,,8,333,0,
615244131777344945,Cheerful 2-Bedroom Home in sunny Felton,26218091,Kathleen,,Unincorporated Areas,37.04614,-122.07613,Entire home/apt,173,2,4,2022-09-18,4,1,143,4,
615528867673000879,The Escape at Seabright - 5 min walk to the beach,304412138,Trina,,City of Santa Cruz,36.96444,-122.00544,Entire home/apt,230,30,0,,,1,360,0,
615839894293199177,Seascape Studio located near downtown Watsonville.,120945199,Sylvia,,City of Watsonville,36.92257,-121.74843,Entire home/apt,150,2,17,2022-09-26,5.00,1,152,17,
618037205828561336,Birders' Paradise Cottage in the Redwoods,1547341,Jay,,Unincorporated Areas,37.05628,-121.96048,Entire home/apt,165,2,15,2022-09-18,3.66,2,337,15,
618122076212158080,"Seacliff Beach House Aptos, sleeps 8 comfortably",323022293,Nisha,,Unincorporated Areas,36.97432,-121.91521,Entire home/apt,350,30,1,2022-08-08,0.58,1,103,1,
618326007789644804,The Redwood House,2665395,Jake,,Unincorporated Areas,37.1941,-122.14179,Entire home/apt,418,2,15,2022-09-25,6.34,1,321,15,
618380272721296343,Adorable Studio Centrally Located,334621275,Rachel,,Unincorporated Areas,36.99309,-121.98022,Entire home/apt,171,2,4,2022-07-04,0.88,1,0,4,
